asv	sum.taxonomy	identificationRemarks
1653	asv.1653	sk__Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Batrachoidiformes;f__Batrachoididae;g__Porichthys;s__Porichthys_myriaster, confidences 1;0.79;0.58;0.17;0.02;0.02;0.02;0.02. No VSEARCH hits at 0.97 identity.
1654	asv.1654	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Anguilliformes;f__Nettastomatidae;g__Nettastoma;s__Nettastoma_parviceps, confidences 1;0.98;0.75;0.33;0.07;0.05;0.05;0.05. No VSEARCH hits at 0.97 identity.
1655	asv.1655	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Clupeiformes;f__Dussumieriidae;g__Dussumieria;s__Dussumieria_elopsoides, confidences 1;0.98;0.82;0.43;0.06;0.03;0.03;0.03. No VSEARCH hits at 0.97 identity.
1656	asv.1656	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Eleotridae;g__Eleotris;s__Eleotris_amblyopsis, confidences 1;0.9;0.83;0.38;0.02;0.02;0.02;0.02. No VSEARCH hits at 0.97 identity.
1657	asv.1657	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Cyprinodontiformes;f__Aplocheilidae;g__Aplocheilus;s__Aplocheilus_panchax, confidences 1;0.95;0.83;0.46;0.06;0.06;0.06;0.06. No VSEARCH hits at 0.97 identity.
1658	asv.1658	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Artiodactyla;f__Moschidae;g__Moschus;s__Moschus_berezovskii, confidences 1;0.99;0.76;0.21;0.05;0;0;0. No VSEARCH hits at 0.97 identity.
1659	asv.1659	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Cnidaria;c__Anthozoa;o__Alcyonacea;f__Isididae;g__Notisis;s__Notisis_elongata, confidences 1;0.96;0.08;0.08;0.05;0.05;0.05;0.05. No VSEARCH hits at 0.97 identity.
1660	asv.1660	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Centrarchiformes;f__Sinipercidae;g__Siniperca;s__Siniperca_roulei, confidences 1;0.98;0.62;0.31;0.01;0.01;0.01;0. No VSEARCH hits at 0.97 identity.
1661	asv.1661	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Hylidae;g__Hyla;s__Hyla_warreni, confidences 1;0.99;0.76;0.14;0.14;0.03;0.03;0.03. No VSEARCH hits at 0.97 identity.
1662	asv.1662	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Annelida;c__Clitellata;o__Crassiclitellata;f__Lumbricidae;g__Aporrectodea;s__Aporrectodea_trapezoides, confidences 1;0.92;0.08;0.07;0.07;0.06;0.04;0.04. No VSEARCH hits at 0.97 identity.
1663	asv.1663	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Labriformes;f__Labridae;g__Choerodon;s__Choerodon_fasciatus, confidences 1;0.97;0.83;0.39;0.11;0.11;0.08;0.08. No VSEARCH hits at 0.97 identity.
1664	asv.1664	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Aves;o__Piciformes;f__Picidae;g__Campethera;s__Campethera_nivosa, confidences 1;0.95;0.76;0.07;0.03;0.03;0.03;0.03. No VSEARCH hits at 0.97 identity.
1665	asv.1665	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Cyprinodontiformes;f__Aplocheilidae;g__Aplocheilus;s__Aplocheilus_panchax, confidences 1;0.98;0.81;0.42;0.1;0.08;0.08;0.08. No VSEARCH hits at 0.97 identity.
1666	asv.1666	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Mollusca;c__Gastropoda;o__Stylommatophora;f__Bradybaenidae;g__Mandarina;s__Mandarina_hirasei, confidences 1;0.97;0.12;0.12;0.02;0.01;0.01;0.01. No VSEARCH hits at 0.97 identity.
1667	asv.1667	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Annelida;c__Polychaeta;o__Terebellida;f__Ampharetidae;g__Auchenoplax;s__Auchenoplax_crinita, confidences 1;0.91;0.14;0.12;0.12;0.12;0.11;0.11. No VSEARCH hits at 0.97 identity.
1668	asv.1668	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Eleutherodactylidae;g__Eleutherodactylus;s__Eleutherodactylus_klinikowskii, confidences 1;0.96;0.79;0.15;0.15;0.06;0.06;0.06. No VSEARCH hits at 0.97 identity.
1669	asv.1669	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Leptodactylidae;g__Leptodactylus;s__Leptodactylus_mystaceus, confidences 1;0.99;0.87;0.49;0.49;0.28;0.28;0.28. No VSEARCH hits at 0.97 identity.
1670	asv.1670	sk__Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Ostropales;f__Graphidaceae;g__Taitaia;s__Taitaia_aurea, confidences 1;0.08;0.08;0.06;0.04;0.04;0.04;0.04. No VSEARCH hits at 0.97 identity.
1671	asv.1671	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Syngnathiformes;f__Draconettidae;g__Draconetta;s__Draconetta_xenica, confidences 1;0.97;0.71;0.39;0.09;0.05;0.05;0.05. No VSEARCH hits at 0.97 identity.
1672	asv.1672	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Cyprinodontiformes;f__Nothobranchiidae;g__Nothobranchius;s__Nothobranchius_vosseleri, confidences 1;0.88;0.76;0.36;0.04;0.03;0.01;0.01. No VSEARCH hits at 0.97 identity.
1673	asv.1673	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Arthropoda;c__Arachnida;o__Araneae;f__Nemesiidae;g__Iberesia;s__Iberesia_machadoi, confidences 1;1;0.03;0.02;0.02;0.02;0.02;0.02. No VSEARCH hits at 0.97 identity.
1674	asv.1674	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Mugiliformes;f__Mugilidae;g__Neomyxus;s__Neomyxus_leuciscus, confidences 1;0.98;0.86;0.45;0.02;0.02;0.02;0.02. No VSEARCH hits at 0.97 identity.
1675	asv.1675	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Labriformes;f__Labridae;g__Notolabrus;s__Notolabrus_gymnogenis, confidences 1;0.98;0.73;0.45;0.06;0.06;0.05;0.05. No VSEARCH hits at 0.97 identity.
1676	asv.1676	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Cyprinodontiformes;f__Aplocheilidae;g__Aplocheilus;s__Aplocheilus_panchax, confidences 1;0.96;0.77;0.42;0.08;0.08;0.08;0.08. No VSEARCH hits at 0.97 identity.
1677	asv.1677	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Artiodactyla;f__Moschidae;g__Moschus;s__Moschus_berezovskii, confidences 1;0.98;0.78;0.2;0.03;0;0;0. No VSEARCH hits at 0.97 identity.
1678	asv.1678	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Artiodactyla;f__Moschidae;g__Moschus;s__Moschus_berezovskii, confidences 1;0.97;0.83;0.19;0.05;0.05;0.05;0.05. No VSEARCH hits at 0.97 identity.
1679	asv.1679	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Arthropoda;c__Malacostraca;o__Decapoda;f__Scyllaridae;g__Thenus;s__Thenus_indicus, confidences 1;0.89;0.13;0.09;0.09;0.06;0.06;0.06. No VSEARCH hits at 0.97 identity.
1680	asv.1680	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Artiodactyla;f__Bovidae;g__Ovibos;s__Ovibos_moschatus, confidences 1;0.96;0.82;0.04;0.02;0.02;0.02;0.02. No VSEARCH hits at 0.97 identity.
1681	asv.1681	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Artiodactyla;f__Bovidae;g__Ovibos;s__Ovibos_moschatus, confidences 1;0.94;0.74;0.05;0.03;0.03;0.03;0.03. No VSEARCH hits at 0.97 identity.
1682	asv.1682	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__undef_Actinopteri;f__Moronidae;g__Morone;s__Morone_chrysops, confidences 1;0.97;0.65;0.35;0.06;0.03;0.03;0.01. No VSEARCH hits at 0.97 identity.
1683	asv.1683	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Tetraodontiformes;f__Aracanidae;g__Kentrocapros;s__Kentrocapros_aculeatus, confidences 1;0.95;0.79;0.35;0.03;0.02;0.02;0.02. No VSEARCH hits at 0.97 identity.
1684	asv.1684	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__undef_Mammalia;f__Tenrecidae;g__Microgale;s__Microgale_gymnorhyncha, confidences 1;1;0.81;0.13;0.07;0.07;0.06;0.04. No VSEARCH hits at 0.97 identity.
1685	asv.1685	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Arthropoda;c__Insecta;o__Phthiraptera;f__Philopteridae;g__Columbicola;s__Columbicola_macrourae, confidences 1;0.92;0.11;0.11;0.06;0.06;0.06;0.06. No VSEARCH hits at 0.97 identity.
1686	asv.1686	sk__Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__undef_Eukaryota;p__Ciliophora;c__Armophorea;o__Metopida;f__Metopidae;g__Nyctotherus;s__Nyctotherus_ovalis, confidences 1;0.07;0.07;0.07;0.07;0.07;0.07;0.07. No VSEARCH hits at 0.97 identity.
1687	asv.1687	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Aves;o__Anseriformes;f__Anatidae;g__Sarkidiornis;s__Sarkidiornis_melanotos, confidences 1;0.97;0.82;0.24;0.04;0.04;0.02;0.02. No VSEARCH hits at 0.97 identity.
1688	asv.1688	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Aves;o__Accipitriformes;f__Accipitridae;g__Nisaetus;s__Nisaetus_nipalensis, confidences 1;0.97;0.87;0.15;0.02;0.02;0.02;0.02. No VSEARCH hits at 0.97 identity.
1689	asv.1689	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Eleotridae;g__Eleotris;s__Eleotris_amblyopsis, confidences 1;0.99;0.87;0.38;0.03;0.03;0.03;0.03. No VSEARCH hits at 0.97 identity.
1690	asv.1690	sk__Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__undef_Eukaryota;p__Bacillariophyta;c__Bacillariophyceae;o__Naviculales;f__Naviculaceae;g__Navicula;s__Navicula_minima, confidences 1;0.44;0.42;0.42;0.42;0.42;0.42;0.42. No VSEARCH hits at 0.97 identity.
1691	asv.1691	sk__Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Cantharellaceae;g__Cantharellus;s__Cantharellus_alboroseus, confidences 1;0.25;0.18;0.18;0.17;0.17;0.17;0.17. No VSEARCH hits at 0.97 identity.
1692	asv.1692	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Eleotridae;g__Eleotris;s__Eleotris_amblyopsis, confidences 1;0.9;0.75;0.37;0.06;0.03;0.03;0.03. No VSEARCH hits at 0.97 identity.
1693	asv.1693	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__undef_Mammalia;f__Tenrecidae;g__Microgale;s__Microgale_gymnorhyncha, confidences 1;0.98;0.82;0.09;0.06;0.05;0.04;0.02. No VSEARCH hits at 0.97 identity.
1694	asv.1694	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Aves;o__Pelecaniformes;f__Fregatidae;g__Fregata;s__Fregata_aquila, confidences 1;0.97;0.77;0.08;0.02;0.02;0.02;0.02. No VSEARCH hits at 0.97 identity.
1695	asv.1695	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Cyprinodontiformes;f__Aplocheilidae;g__Aplocheilus;s__Aplocheilus_panchax, confidences 1;0.97;0.81;0.46;0.08;0.08;0.08;0.08. No VSEARCH hits at 0.97 identity.
1696	asv.1696	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Mollusca;c__Gastropoda;o__Littorinimorpha;f__Vermetidae;g__Cupolaconcha;s__Cupolaconcha_meroclista, confidences 1;0.99;0.13;0.13;0.08;0.08;0.08;0.08. No VSEARCH hits at 0.97 identity.
1697	asv.1697	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Arthropoda;c__Insecta;o__Hemiptera;f__Veliidae;g__Rhagovelia;s__Rhagovelia_amazonensis, confidences 1;0.98;0.1;0.09;0.07;0.07;0.07;0.07. No VSEARCH hits at 0.97 identity.
1698	asv.1698	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Anguilliformes;f__Serrivomeridae;g__Stemonidium;s__Stemonidium_hypomelas, confidences 1;0.98;0.92;0.5;0.1;0.1;0.09;0.09. No VSEARCH hits at 0.97 identity.
1699	asv.1699	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Arthropoda;c__Insecta;o__Phthiraptera;f__Philopteridae;g__Columbicola;s__Columbicola_macrourae, confidences 1;0.91;0.12;0.09;0.09;0.08;0.08;0.08. No VSEARCH hits at 0.97 identity.
1700	asv.1700	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Artiodactyla;f__Bovidae;g__Ovibos;s__Ovibos_moschatus, confidences 1;0.94;0.77;0.09;0.02;0.02;0.02;0.02. No VSEARCH hits at 0.97 identity.
1701	asv.1701	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Danionidae;g__Danio;s__Danio_albolineatus, confidences 1;1;0.85;0.38;0.07;0.05;0.05;0.05. No VSEARCH hits at 0.97 identity.
1702	asv.1702	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Labriformes;f__Labridae;g__Notolabrus;s__Notolabrus_gymnogenis, confidences 1;0.98;0.74;0.46;0.03;0.03;0.03;0.03. No VSEARCH hits at 0.97 identity.
1703	asv.1703	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Artiodactyla;f__Moschidae;g__Moschus;s__Moschus_berezovskii, confidences 1;0.96;0.68;0.13;0.05;0.05;0.05;0.05. No VSEARCH hits at 0.97 identity.
1704	asv.1704	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Trichonotidae;g__Trichonotus;s__Trichonotus_setiger, confidences 1;0.95;0.86;0.41;0.12;0.09;0.09;0.09. No VSEARCH hits at 0.97 identity.
1705	asv.1705	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Mugiliformes;f__Mugilidae;g__Neomyxus;s__Neomyxus_leuciscus, confidences 1;0.97;0.83;0.41;0.04;0.04;0.04;0.04. No VSEARCH hits at 0.97 identity.
1706	asv.1706	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Mugiliformes;f__Mugilidae;g__Crenimugil;s__Crenimugil_buchanani, confidences 1;1;0.76;0.38;0.12;0.12;0.06;0.06. No VSEARCH hits at 0.97 identity.
1707	asv.1707	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Anabantiformes;f__Osphronemidae;g__Macropodus;s__Macropodus_erythropterus, confidences 1;0.9;0.89;0.5;0.03;0.03;0.03;0.03. No VSEARCH hits at 0.97 identity.
1708	asv.1708	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Leptodactylidae;g__Leptodactylus;s__Leptodactylus_mystaceus, confidences 1;0.99;0.85;0.29;0.29;0.15;0.15;0.15. No VSEARCH hits at 0.97 identity.
1709	asv.1709	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Arthropoda;c__Insecta;o__Phthiraptera;f__Philopteridae;g__Columbicola;s__Columbicola_macrourae, confidences 1;0.99;0.09;0.06;0.06;0.06;0.06;0.06. No VSEARCH hits at 0.97 identity.
1710	asv.1710	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Annelida;c__Clitellata;o__Crassiclitellata;f__Lumbricidae;g__Eisenia_Lumbricidae;s__Eisenia_andrei, confidences 1;0.9;0.04;0.04;0.04;0.04;0.03;0.03. No VSEARCH hits at 0.97 identity.
1711	asv.1711	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Mollusca;c__Gastropoda;o__Stylommatophora;f__Clausiliidae;g__Montenegrina;s__Montenegrina_minuscula, confidences 1;0.99;0.08;0.07;0.07;0.03;0.03;0.02. No VSEARCH hits at 0.97 identity.
1712	asv.1712	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Ophidiiformes;f__Ophidiidae;g__Bassozetus;s__Bassozetus_zenkevitchi, confidences 1;0.98;0.79;0.29;0.04;0.03;0.03;0.03. No VSEARCH hits at 0.97 identity.
1713	asv.1713	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Eulipotyphla;f__Soricidae;g__Suncus;s__Suncus_murinus, confidences 1;0.94;0.49;0.09;0.04;0.04;0.04;0.04. No VSEARCH hits at 0.97 identity.
1714	asv.1714	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Syngnathiformes;f__Draconettidae;g__Draconetta;s__Draconetta_xenica, confidences 1;0.95;0.79;0.43;0.02;0.02;0.02;0.02. No VSEARCH hits at 0.97 identity.
1715	asv.1715	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Arthropoda;c__Insecta;o__Diptera;f__Tachinidae;g__Lixophaga;s__Lixophaga_latigena, confidences 1;0.94;0.1;0.08;0.08;0.03;0.03;0.03. No VSEARCH hits at 0.97 identity.
